screening_date,theater_id,movie_id,screening_time,tickets_sold,revenue,theater_name,address,movie_title,release_year,genre_id,imdb_rating,rotten_tomatoes,metacritic_rating,genre_name,imdb_rating_range,month,revenue_per_ticket,rating_to_sales_ratio,popularity_index
2024-08-21,3,20,13:52,188,5261,Avamm,552 Evergreen Point,Criminal,1998,24,9.1,57,84.0,Action|Adventure|Comedy|Crime|Mystery|Thriller,9-10,8,27.98404255319149,0.04840425531914894,9000518.799999999
2024-08-31,5,177,12:07,203,5558,Wordware,2579 Schiller Junction,Quartet,1998,9,8.3,96,59.0,Drama|Romance,7-9,8,27.379310344827587,0.040886699507389164,9364674.200000001
2024-04-30,52,444,18:47,473,3345,Gigashots Theater,04162 Bunting Alley,"Wog Boy, The",2011,6,6.2,61,70.0,Comedy,5-7,4,7.071881606765328,0.013107822410147992,9809547.0
2024-04-11,64,78,9:31,176,2035,Eire,7348 Northfield Drive,"Marriage Made in Heaven, A (Rab Ne Bana Di Jodi)",2012,15,4.2,82,80.0,Action|Crime|Thriller,3-5,4,11.5625,0.023863636363636365,1504272.0
2024-05-05,17,11,13:37,385,3390,Minyx,25 Veith Point,Manslaughter,2004,16,4.7,83,71.0,Action|Thriller,3-5,5,8.805194805194805,0.012207792207792209,6134205.0
2024-05-08,21,36,11:38,177,1268,Skaboo,05435 Harbort Junction,Television Under the Swastika (Das Fernsehen unter dem Hakenkreuz),1995,6,4.5,73,79.0,Comedy,3-5,5,7.163841807909605,0.025423728813559324,1009962.0
2024-04-23,64,253,9:25,388,5139,Eire,7348 Northfield Drive,October Baby,2001,16,8.2,90,66.0,Action|Thriller,7-9,4,13.244845360824742,0.0211340206185567,16350242.399999999
2024-04-23,21,348,19:11,461,1891,Skaboo,05435 Harbort Junction,Tucker: The Man and His Dream,1997,19,6.9,78,85.0,Documentary,5-7,4,4.101952277657267,0.014967462039045554,6015081.9
2024-07-31,48,73,15:58,384,2793,Aspen Grove Theater,6601 Loftsgordon Parkway,Mother Wore Tights,1999,6,6.5,64,61.0,Comedy,5-7,7,7.2734375,0.016927083333333332,6971328.0
2024-02-29,34,472,17:08,86,1892,Blogpad,64625 Elgar Avenue,Silent Light (Stellet licht),2012,18,8.3,99,78.0,Horror|Mystery|Thriller,7-9,2,22.0,0.09651162790697675,1350509.6
2024-08-14,52,384,18:18,271,2163,Gigashots Theater,04162 Bunting Alley,Louis C.K.: Live at the Beacon Theater,2010,5,9.5,65,73.0,Action|Drama|Thriller,9-10,8,7.981549815498155,0.03505535055350553,5568643.5
2024-06-21,1,355,17:56,103,3627,AMC Theater,412 Harbort Point,"Muppets, The",2003,9,7.1,70,65.0,Drama|Romance,7-9,6,35.213592233009706,0.06893203883495146,2652425.0999999996
2024-07-11,44,81,18:21,461,3421,Feedspan,69 Bay Way,The Emperor's Club,2000,17,4.2,89,61.0,Drama|Mystery,3-5,7,7.420824295010846,0.00911062906724512,6623740.2
2024-05-30,15,96,9:35,343,3495,Blue Sky Playhouse,7 Everett Plaza,Revenge for Jolly!,2001,22,7.2,45,68.0,Comedy|War,7-9,5,10.189504373177842,0.02099125364431487,8631252.0
2024-05-18,28,226,10:23,139,2531,Bubbletube,9154 3rd Hill,Sleeping with Other People,2007,1,5.4,93,97.0,Comedy|Drama,5-7,5,18.20863309352518,0.03884892086330936,1899768.6
2024-06-01,62,492,14:26,379,1627,Bubblebox,943 Crowley Hill,Big River Man,1984,11,8.9,48,71.0,Drama,7-9,6,4.2928759894459105,0.023482849604221638,5488033.7
2024-03-15,43,282,9:25,45,4136,Dynabox,9774 Lakewood Lane,Being Elmo: A Puppeteer's Journey,2008,13,6.8,73,75.0,Documentary,5-7,3,91.91111111111111,0.1511111111111111,1265616.0
2024-08-18,60,202,15:26,161,2239,Mita,21 Lakewood Hill,Spring Break,1994,23,6.5,93,78.0,Drama,5-7,8,13.906832298136646,0.040372670807453416,2343113.5
2024-09-04,70,216,11:13,350,1343,Youbridge,85812 Westport Road,Psycho,2000,22,8.2,41,96.0,Comedy|War,7-9,9,3.837142857142857,0.023428571428571427,3854409.9999999995
2024-03-15,29,83,15:15,52,5295,Rhycero,851 Hanover Parkway,"Hurricane, The",2007,19,7.4,48,98.0,Documentary,7-9,3,101.82692307692308,0.1423076923076923,2037516.0
2024-03-19,73,434,12:54,110,4420,Skipfire,20298 Hauk Pass,Louis Theroux: Law & Disorder,1988,3,7.7,90,95.0,Action|Drama|War,7-9,3,40.18181818181818,0.07,3743740.0
2024-03-18,2,191,13:46,80,5058,Regal Cinemas,5580 Almo Street,Mulholland Drive,1994,8,5.1,58,96.0,Drama|Musical,5-7,3,63.225,0.06375,2063664.0
2024-08-10,13,78,13:32,268,3612,Gabcube,7387 Red Cloud Parkway,"Marriage Made in Heaven, A (Rab Ne Bana Di Jodi)",2012,15,4.2,82,80.0,Action|Crime|Thriller,3-5,8,13.477611940298507,0.01567164179104478,4065667.2
2024-06-05,45,343,12:23,360,4027,Voonix,1341 Esch Road,Monday Night Mayhem,1995,3,7.9,69,96.0,Action|Drama|War,7-9,6,11.186111111111112,0.021944444444444447,11452788.000000002
2024-06-14,82,395,20:36,439,4940,Trilia,747 Graceland Terrace,Dr. Who and the Daleks,1992,19,9.7,52,78.0,Documentary,9-10,6,11.252847380410023,0.022095671981776765,21036002.0
2024-06-08,19,262,20:10,317,1057,Theater of Dreams,2 Namekagon Lane,Not Suitable for Children,1999,23,7.9,47,65.0,Drama,7-9,6,3.334384858044164,0.024921135646687697,2647045.1000000006
2024-05-01,4,551,12:18,181,5118,Starlight Theater,2938 Johnson Terrace,Visions of Light: The Art of Cinematography,2000,23,6.0,81,84.0,Drama,5-7,5,28.276243093922652,0.03314917127071823,5558148.0
2024-07-20,10,84,12:49,79,2692,Elysium Performing Arts,2 Fordem Drive,The Other Side of the Mountain,2012,7,6.2,43,74.0,Comedy|Drama|Thriller,5-7,7,34.075949367088604,0.07848101265822785,1318541.6
2024-08-30,9,132,17:47,237,4355,Bubblebox,09 Pepper Wood Circle,Carry On Teacher,2008,13,9.5,83,63.0,Documentary,9-10,8,18.37552742616034,0.04008438818565401,9805282.5
2024-04-22,35,433,18:26,345,5011,Jabbersphere,763 Clyde Gallagher Drive,Killers from Space,1985,21,6.7,89,78.0,Comedy|Romance,5-7,4,14.52463768115942,0.019420289855072465,11582926.500000002
2024-07-30,11,115,10:57,233,4653,Enchanted Theater,5 Oxford Drive,Gone in 60 Seconds,2007,7,8.8,37,82.0,Comedy|Drama|Thriller,7-9,7,19.969957081545065,0.037768240343347644,9540511.200000001
2024-06-20,2,15,9:27,253,2024,Regal Cinemas,5580 Almo Street,Chance Pe Dance,1987,12,7.0,90,95.0,Action|Adventure|Thriller|IMAX,5-7,6,8.0,0.02766798418972332,3584504.0
2024-04-27,82,303,16:42,323,2454,Trilia,747 Graceland Terrace,Looking for Mr. Goodbar,1986,4,7.2,60,89.0,Crime|Drama|Thriller,7-9,4,7.597523219814241,0.022291021671826627,5707022.399999999
2024-06-25,9,404,14:11,388,5668,Bubblebox,09 Pepper Wood Circle,It Happens Every Spring,1984,7,7.1,86,62.0,Comedy|Drama|Thriller,7-9,6,14.608247422680412,0.018298969072164946,15614206.399999999
2024-05-01,8,335,12:29,473,1174,Thoughtsphere,8 Trailsway Road,"Canal, The",1991,10,7.3,35,63.0,Comedy|Drama|Romance,7-9,5,2.482029598308668,0.015433403805496829,4053704.5999999996
2024-08-06,48,26,14:35,361,2023,Aspen Grove Theater,6601 Loftsgordon Parkway,Psycho Beach Party,1988,20,7.6,89,71.0,Romance|Sci-Fi,7-9,8,5.60387811634349,0.021052631578947368,5550302.8
2024-05-31,24,453,11:28,110,1123,The Renaissance Theater,7 Fulton Parkway,Aladdin,2011,8,6.0,99,67.0,Drama|Musical,5-7,5,10.209090909090909,0.05454545454545454,741180.0
2024-08-16,10,193,15:26,145,5040,Elysium Performing Arts,2 Fordem Drive,Smokin' Aces,2003,12,9.1,54,63.0,Action|Adventure|Thriller|IMAX,9-10,8,34.758620689655174,0.06275862068965517,6650280.0
2024-09-09,66,490,16:50,233,5588,Quamba,328 Mandrake Junction,Saving Face,2000,15,4.1,84,59.0,Action|Crime|Thriller,3-5,9,23.98283261802575,0.01759656652360515,5338216.399999999
2024-04-27,22,73,10:43,434,5201,Jamia,0766 Florence Trail,Mother Wore Tights,1999,6,6.5,64,61.0,Comedy,5-7,4,11.983870967741936,0.014976958525345621,14672021.0
2024-05-28,12,220,14:23,287,4098,Dabtype,51 Coolidge Avenue,Courage Under Fire,2001,13,5.3,76,61.0,Documentary,5-7,5,14.278745644599303,0.018466898954703832,6233467.8
2024-06-02,49,299,20:48,207,4296,Meevee,31278 Everett Junction,King of the Ants,1987,14,6.6,81,62.0,Thriller,5-7,6,20.753623188405797,0.03188405797101449,5869195.199999999
2024-08-04,66,128,14:24,471,3650,Quamba,328 Mandrake Junction,Dampfnudelblues,2008,11,9.0,73,80.0,Drama,7-9,8,7.749469214437367,0.01910828025477707,15472350.0
2024-08-28,15,562,19:24,440,3382,Blue Sky Playhouse,7 Everett Plaza,"Eagle Has Landed, The",1996,22,9.6,75,67.0,Comedy|War,9-10,8,7.6863636363636365,0.021818181818181816,14285567.999999998
2024-07-14,36,161,9:38,470,2396,Chatterpoint,921 Havey Lane,Design for Living,1992,5,4.1,67,78.0,Action|Drama|Thriller,3-5,7,5.097872340425532,0.008723404255319148,4617091.999999999
2024-08-28,71,436,16:55,44,3801,Centidel,83548 Dakota Place,Garage Days,1988,5,9.1,88,67.0,Action|Drama|Thriller,9-10,8,86.38636363636364,0.20681818181818182,1521920.4
2024-04-06,79,441,19:59,71,4188,Crescent Moon Theater,6 Stuart Crossing,Here and Elsewhere,2012,10,5.4,70,86.0,Comedy|Drama|Romance,5-7,4,58.985915492957744,0.07605633802816902,1605679.2
2024-08-09,28,578,20:55,396,2833,Bubbletube,9154 3rd Hill,Masks (Masques),1999,20,8.3,80,66.0,Romance|Sci-Fi,7-9,8,7.154040404040404,0.020959595959595963,9311504.4
2024-08-13,39,79,16:55,439,3622,Tekfly,7084 Lyons Terrace,"Scarlet Clue, The (Charlie Chan in the Scarlet Clue)",2001,17,7.1,99,61.0,Drama|Mystery,7-9,8,8.250569476082005,0.016173120728929385,11289411.799999999
2024-03-27,77,279,13:13,142,5323,Leenti,967 Weeping Birch Crossing,Tipping the Velvet,1999,18,8.6,62,72.0,Horror|Mystery|Thriller,7-9,3,37.485915492957744,0.060563380281690136,6500447.6
2024-03-15,9,309,18:20,423,1757,Bubblebox,09 Pepper Wood Circle,More Than Honey,1992,22,5.3,58,80.0,Comedy|War,5-7,3,4.153664302600473,0.012529550827423167,3939018.3000000003
2024-05-28,19,543,9:54,59,2751,Theater of Dreams,2 Namekagon Lane,Ricky & Barabba,1993,7,5.0,97,78.0,Comedy|Drama|Thriller,3-5,5,46.6271186440678,0.0847457627118644,811545.0
2024-03-18,75,518,11:17,320,5279,Kazio,87 Sundown Street,"Hour of the Pig, The",2002,6,5.2,54,60.0,Comedy,5-7,3,16.496875,0.01625,8784256.0
2024-02-26,13,366,11:31,101,2766,Gabcube,7387 Red Cloud Parkway,Losing Chase,2006,1,4.7,47,72.0,Comedy|Drama,3-5,2,27.386138613861387,0.046534653465346534,1313020.2000000002
2024-03-06,46,263,16:35,165,1513,Aimbu,4026 Jay Way,Compulsion,2011,17,4.6,90,64.0,Drama|Mystery,3-5,3,9.16969696969697,0.027878787878787878,1148366.9999999998
2024-04-23,32,94,17:44,356,1252,Skiba,85 Portage Terrace,"Botany of Desire, The",2006,17,7.6,58,90.0,Drama|Mystery,7-9,4,3.5168539325842696,0.02134831460674157,3387411.1999999997
2024-03-02,26,451,10:45,193,2780,Kazio,02724 Northview Junction,Impure Thoughts,2009,17,6.5,47,91.0,Drama|Mystery,5-7,3,14.404145077720207,0.03367875647668394,3487510.0
2024-06-21,4,557,18:31,245,1229,Starlight Theater,2938 Johnson Terrace,Life in a Day,2011,3,5.4,80,75.0,Action|Drama|War,5-7,6,5.016326530612245,0.022040816326530613,1625967.0
2024-07-30,17,141,11:41,271,2326,Minyx,25 Veith Point,Flaming Star,2005,13,6.9,99,89.0,Documentary,5-7,7,8.583025830258302,0.025461254612546128,4349387.4
2024-06-07,16,325,17:06,145,4145,Whispering Pines Theater,46 Dixon Center,"Hi-Line, The",1998,1,5.6,55,96.0,Comedy|Drama,5-7,6,28.586206896551722,0.03862068965517241,3365740.0
2024-09-08,66,495,17:30,247,2432,Quamba,328 Mandrake Junction,Flash Gordon,2006,8,7.1,66,71.0,Drama|Musical,7-9,9,9.846153846153847,0.02874493927125506,4264998.4
2024-03-10,16,407,9:44,429,5490,Whispering Pines Theater,46 Dixon Center,"Second Man, The (O Defteros Andras)",1992,13,4.2,35,78.0,Documentary,3-5,3,12.797202797202797,0.009790209790209791,9891882.0
2024-07-14,35,269,10:00,308,4170,Jabbersphere,763 Clyde Gallagher Drive,Passchendaele,2012,21,7.0,47,77.0,Comedy|Romance,5-7,7,13.53896103896104,0.022727272727272728,8990520.0
2024-06-20,13,570,10:55,468,1465,Gabcube,7387 Red Cloud Parkway,Brute Force,1987,15,4.3,73,83.0,Action|Crime|Thriller,3-5,6,3.1303418803418803,0.009188034188034188,2948166.0
2024-06-04,7,223,13:11,414,2288,Flashdog,2793 Claremont Center,One Chance,1994,22,7.9,36,78.0,Comedy|War,7-9,6,5.526570048309178,0.019082125603864734,7483132.800000001
2024-03-11,65,492,14:48,179,3534,Tagopia,035 Hallows Avenue,Big River Man,1984,11,8.9,48,71.0,Drama,7-9,3,19.743016759776538,0.049720670391061456,5630015.4
2024-04-01,8,486,12:21,288,4596,Thoughtsphere,8 Trailsway Road,Hamlet 2,2010,14,8.4,91,65.0,Thriller,7-9,4,15.958333333333334,0.029166666666666667,11118643.200000001
2024-03-28,33,568,13:35,293,1058,Wordtune,76 Novick Place,Barfly,2001,23,9.2,83,69.0,Drama,9-10,3,3.6109215017064846,0.031399317406143344,2851944.7999999993
2024-08-04,56,243,19:55,400,4088,Linkbridge Industries,84 Monterey Street,Peppermint Candy (Bakha satang),1980,1,5.1,71,86.0,Comedy|Drama,5-7,8,10.22,0.01275,8339520.0
2024-03-02,3,472,14:03,445,1693,Avamm,552 Evergreen Point,Silent Light (Stellet licht),2012,18,8.3,99,78.0,Horror|Mystery|Thriller,7-9,3,3.804494382022472,0.018651685393258427,6253095.500000001
2024-05-08,22,445,15:41,230,4971,Jamia,0766 Florence Trail,Love & Pop,1986,2,8.1,66,87.0,Comedy|Romance,7-9,5,21.61304347826087,0.035217391304347825,9260973.0
2024-06-07,45,277,18:39,43,3612,Voonix,1341 Esch Road,Three Strangers,1994,1,5.0,81,86.0,Comedy|Drama,3-5,6,84.0,0.11627906976744186,776580.0
2024-03-24,5,479,10:35,89,5509,Wordware,2579 Schiller Junction,They Won't Forget,2004,13,6.3,92,87.0,Documentary,5-7,3,61.89887640449438,0.07078651685393259,3088896.3
2024-09-07,27,171,18:57,471,5628,Blogpad,59 Shopko Crossing,Private Lessons (Élève libre),2009,10,9.2,52,71.0,Comedy|Drama|Romance,9-10,9,11.949044585987261,0.019532908704883226,24387249.599999998
2024-08-28,29,552,15:32,385,3318,Rhycero,851 Hanover Parkway,Licence to Kill,2012,17,4.4,66,67.0,Drama|Mystery,3-5,8,8.618181818181819,0.01142857142857143,5620692.0
2024-06-10,68,542,19:27,121,4455,Jaxbean,9491 Buena Vista Park,The Old Gun,1989,19,5.5,44,68.0,Documentary,5-7,6,36.81818181818182,0.045454545454545456,2964802.5
2024-04-25,58,547,20:20,356,2852,QuartzZenter,5 Myrtle Terrace,"Red Pony, The",2002,17,9.5,90,80.0,Drama|Mystery,9-10,4,8.01123595505618,0.026685393258426966,9645464.0
2024-03-21,80,208,9:41,239,4526,Harmony Hall,9075 Transport Crossing,Zombie Honeymoon,1999,15,4.3,87,67.0,Action|Crime|Thriller,3-5,3,18.93723849372385,0.017991631799163178,4651370.2
2024-05-01,34,442,17:22,217,3835,Blogpad,64625 Elgar Avenue,Astro Boy,2003,21,5.3,89,91.0,Comedy|Romance,5-7,5,17.672811059907833,0.024423963133640553,4410633.5
2024-09-06,4,120,9:29,297,4747,Starlight Theater,2938 Johnson Terrace,"Man Who Fell to Earth, The",1986,14,5.0,94,78.0,Thriller,3-5,9,15.983164983164983,0.016835016835016835,7049295.0
2024-07-16,21,11,20:19,297,5595,Skaboo,05435 Harbort Junction,Manslaughter,2004,16,4.7,83,71.0,Action|Thriller,3-5,7,18.838383838383837,0.015824915824915825,7810060.5
2024-06-01,15,470,18:13,289,4049,Blue Sky Playhouse,7 Everett Plaza,Gone Nutty,2009,6,5.9,71,91.0,Comedy,5-7,6,14.01038062283737,0.02041522491349481,6903949.9
2024-06-23,41,373,14:23,286,3958,Shuffletag,8 Buhler Trail,Urban Legend,2007,23,9.8,90,70.0,Drama,9-10,6,13.839160839160838,0.03426573426573427,11093482.4
2024-05-10,39,108,15:20,213,3461,Tekfly,7084 Lyons Terrace,Marvin Hamlisch: What He Did for Love,2010,11,6.2,67,61.0,Drama,5-7,5,16.248826291079812,0.02910798122065728,4570596.600000001
2024-08-22,26,98,16:56,172,3459,Kazio,02724 Northview Junction,Bloodtide,2008,8,7.5,66,70.0,Drama|Musical,7-9,8,20.11046511627907,0.0436046511627907,4462110.0
2024-03-10,12,352,15:06,354,5195,Dabtype,51 Coolidge Avenue,"Glass Shield, The",1993,4,8.3,38,98.0,Crime|Drama|Thriller,7-9,3,14.675141242937853,0.02344632768361582,15263949.000000002
2024-05-01,25,447,16:50,134,1108,Edgeify,5 Darwin Avenue,"Lusty Men, The",1996,23,7.2,72,76.0,Drama,7-9,5,8.26865671641791,0.05373134328358209,1068998.4000000001
2024-04-27,24,514,12:57,194,2794,The Renaissance Theater,7 Fulton Parkway,Graveyard of Honor (Shin jingi no hakaba),1992,2,4.7,59,87.0,Comedy|Romance,3-5,4,14.402061855670103,0.02422680412371134,2547569.2
2024-08-28,70,289,14:09,291,5740,Youbridge,85812 Westport Road,Take This Waltz,1993,7,7.3,61,64.0,Comedy|Drama|Thriller,7-9,8,19.725085910652922,0.025085910652920963,12193482.0
2024-06-10,8,92,19:13,346,3326,Thoughtsphere,8 Trailsway Road,"Swindle, The (Rien ne va plus)",2004,1,9.2,82,91.0,Comedy|Drama,9-10,6,9.61271676300578,0.02658959537572254,10587323.2
2024-09-16,63,427,19:43,401,4843,Kazu,5 Village Way,Space Chimps,1997,13,8.0,62,65.0,Documentary,7-9,9,12.077306733167083,0.0199501246882793,15536344.0
2024-08-11,76,212,13:37,318,5140,Cogibox,74534 Troy Terrace,Tormented,2009,19,4.1,62,74.0,Documentary,3-5,8,16.163522012578618,0.012893081761006288,6701531.999999999
2024-04-02,69,17,10:15,114,1508,Flashspan,89 John Wall Trail,Foreign Student,2007,12,9.2,87,72.0,Action|Adventure|Thriller|IMAX,9-10,4,13.228070175438596,0.0807017543859649,1581590.4
2024-05-13,79,141,9:34,234,5290,Crescent Moon Theater,6 Stuart Crossing,Flaming Star,2005,13,6.9,99,89.0,Documentary,5-7,5,22.60683760683761,0.02948717948717949,8541234.0
2024-04-21,11,385,10:16,451,1539,Enchanted Theater,5 Oxford Drive,Fitzcarraldo,2003,9,8.3,76,95.0,Drama|Romance,7-9,4,3.412416851441242,0.018403547671840357,5760938.7
2024-05-12,57,68,9:15,446,5577,Divanoodle,26 International Circle,"River Wild, The",2002,17,6.6,68,63.0,Drama|Mystery,5-7,5,12.504484304932735,0.014798206278026905,16416457.2
2024-07-15,43,177,19:58,28,5530,Dynabox,9774 Lakewood Lane,Quartet,1998,9,8.3,96,59.0,Drama|Romance,7-9,7,197.5,0.29642857142857143,1285172.0000000002
2024-07-21,11,253,14:35,250,5184,Enchanted Theater,5 Oxford Drive,October Baby,2001,16,8.2,90,66.0,Action|Thriller,7-9,7,20.736,0.032799999999999996,10627199.999999998
2024-04-16,9,64,9:54,101,2746,Bubblebox,09 Pepper Wood Circle,Shadow Dancer,2001,8,9.1,38,88.0,Drama|Musical,9-10,4,27.18811881188119,0.0900990099009901,2523848.5999999996
2024-06-20,1,10,16:24,36,2179,AMC Theater,412 Harbort Point,War of the Wildcats (In Old Oklahoma),1990,5,5.9,35,69.0,Action|Drama|Thriller,5-7,6,60.52777777777778,0.1638888888888889,462819.60000000003
2024-02-27,64,58,17:04,373,2450,Eire,7348 Northfield Drive,Great Freedom No. 7 (Port of Freedom) (Große Freiheit Nr. 7),2009,14,6.4,72,68.0,Thriller,5-7,2,6.568364611260054,0.017158176943699734,5848640.0
2024-04-09,10,374,18:47,61,5149,Elysium Performing Arts,2 Fordem Drive,Magicians,1998,11,5.8,91,81.0,Drama,5-7,4,84.40983606557377,0.09508196721311475,1821716.2
2024-03-05,73,337,9:50,467,3738,Skipfire,20298 Hauk Pass,"Long Weekend, The",2004,24,4.7,62,78.0,Action|Adventure|Comedy|Crime|Mystery|Thriller,3-5,3,8.004282655246252,0.01006423982869379,8204536.200000001
2024-04-25,11,539,12:40,400,5544,Enchanted Theater,5 Oxford Drive,Pool of London,1990,23,7.9,61,83.0,Drama,7-9,4,13.86,0.01975,17519040.0
2024-09-11,74,527,15:04,184,3918,Radiance Theater,594 Steensland Terrace,"Bedroom Window, The",2002,22,8.2,37,88.0,Comedy|War,7-9,9,21.293478260869566,0.04456521739130435,5911478.399999999
2024-04-06,79,497,20:26,358,5156,Crescent Moon Theater,6 Stuart Crossing,Teenage Caveman,2005,2,5.5,86,80.0,Comedy|Romance,5-7,4,14.402234636871508,0.015363128491620111,10152164.0
2024-08-24,59,70,16:24,233,5674,Mydo,58835 Sycamore Place,Why Does Herr R. Run Amok? (Warum läuft Herr R. Amok?),2008,7,4.2,79,61.0,Comedy|Drama|Thriller,3-5,8,24.3519313304721,0.018025751072961373,5552576.399999999
2024-05-29,84,137,9:11,472,1872,Grandview Playhouse,6388 Corben Way,Juarez,1993,4,8.8,60,74.0,Crime|Drama|Thriller,7-9,5,3.9661016949152543,0.01864406779661017,7775539.200000001
2024-09-05,32,97,18:15,163,5166,Skiba,85 Portage Terrace,Vivere,1992,2,9.6,93,59.0,Comedy|Romance,9-10,9,31.69325153374233,0.05889570552147239,8083756.8
2024-07-27,54,170,12:58,65,4455,Browsecat,46 Union Road,My Friend Flicka,2005,12,9.0,91,59.0,Action|Adventure|Thriller|IMAX,7-9,7,68.53846153846153,0.13846153846153847,2606175.0
2024-05-08,48,384,11:57,464,3273,Aspen Grove Theater,6601 Loftsgordon Parkway,Louis C.K.: Live at the Beacon Theater,2010,5,9.5,65,73.0,Action|Drama|Thriller,9-10,5,7.053879310344827,0.020474137931034482,14427384.0
2024-07-18,29,41,15:59,209,3505,Rhycero,851 Hanover Parkway,Light the Fuse... Sartana Is Coming,2001,6,9.1,67,57.0,Comedy,9-10,7,16.770334928229666,0.04354066985645933,6666159.5
2024-06-21,2,50,10:45,61,2261,Regal Cinemas,5580 Almo Street,"Lust, Caution (Se, jie)",1990,22,4.3,67,70.0,Comedy|War,3-5,6,37.0655737704918,0.07049180327868852,593060.2999999999
2024-07-24,84,112,9:22,381,4636,Grandview Playhouse,6388 Corben Way,After School Special (a.k.a. Barely Legal),2003,24,4.5,49,72.0,Action|Adventure|Comedy|Crime|Mystery|Thriller,3-5,7,12.167979002624673,0.011811023622047244,7948422.0
2024-07-18,45,537,16:01,322,5759,Voonix,1341 Esch Road,Rear Window,2002,23,9.2,76,67.0,Drama,9-10,7,17.885093167701864,0.02857142857142857,17060461.599999998
2024-09-09,72,255,10:12,144,3762,Meejo,4290 Claremont Street,"Good Earth, The",2002,16,6.7,53,62.0,Action|Thriller,5-7,9,26.125,0.04652777777777778,3629577.6
2024-04-20,38,542,16:11,186,3101,The Cosmic Stage,07 Rutledge Place,The Old Gun,1989,19,5.5,44,68.0,Documentary,5-7,4,16.672043010752688,0.02956989247311828,3172323.0
2024-05-29,29,146,20:12,69,4842,Rhycero,851 Hanover Parkway,TV Junkie,2000,10,8.4,41,90.0,Comedy|Drama|Romance,7-9,5,70.17391304347827,0.12173913043478261,2806423.2
2024-06-01,57,470,16:17,167,4455,Divanoodle,26 International Circle,Gone Nutty,2009,6,5.9,71,91.0,Comedy,5-7,6,26.676646706586826,0.03532934131736527,4389511.5
2024-04-22,77,172,17:50,46,5215,Leenti,967 Weeping Birch Crossing,Arc,2004,15,9.4,83,58.0,Action|Crime|Thriller,9-10,4,113.3695652173913,0.20434782608695654,2254966.0
2024-07-26,70,101,20:32,431,3883,Youbridge,85812 Westport Road,Shouting Fire: Stories from the Edge of Free Speech,2009,9,4.8,99,73.0,Drama|Romance,3-5,7,9.009280742459397,0.011136890951276101,8033150.399999999
2024-06-04,40,73,13:59,235,2155,Photospace,095 Superior Junction,Mother Wore Tights,1999,6,6.5,64,61.0,Comedy,5-7,6,9.170212765957446,0.027659574468085105,3291762.5
2024-03-09,20,321,14:03,239,4668,Golden Gate Playhouse,12 Harbort Circle,Puppet Master vs. Demonic Toys (Puppet Master 9),2005,23,9.0,41,68.0,Drama,7-9,3,19.531380753138077,0.03765690376569038,10040868.0
2024-04-13,67,195,15:48,318,1974,The Emerald Stage,57502 Sachs Point,Breaking Upwards,1996,15,5.1,84,70.0,Action|Crime|Thriller,5-7,4,6.2075471698113205,0.016037735849056604,3201433.1999999997
2024-04-20,43,22,16:28,437,3633,Dynabox,9774 Lakewood Lane,"Pear Tree, The (Derakhte Golabi)",1984,24,5.2,40,71.0,Action|Adventure|Comedy|Crime|Mystery|Thriller,5-7,4,8.31350114416476,0.011899313501144166,8255629.200000001
2024-06-02,20,462,10:53,451,1233,Golden Gate Playhouse,12 Harbort Circle,Delta of Venus,1989,18,7.9,34,96.0,Horror|Mystery|Thriller,7-9,6,2.7339246119733924,0.017516629711751663,4393055.7
2024-08-12,54,50,12:53,454,3186,Browsecat,46 Union Road,"Lust, Caution (Se, jie)",1990,22,4.3,67,70.0,Comedy|War,3-5,8,7.0176211453744495,0.00947136563876652,6219709.199999999
2024-07-10,31,90,14:54,298,1334,Flipstorm,197 Red Cloud Avenue,Frosty the Snowman,1998,21,8.3,66,87.0,Comedy|Romance,7-9,7,4.476510067114094,0.027852348993288593,3299515.6
2024-04-20,44,22,15:00,437,3633,Feedspan,69 Bay Way,"Pear Tree, The (Derakhte Golabi)",1984,24,5.2,40,71.0,Action|Adventure|Comedy|Crime|Mystery|Thriller,5-7,4,8.31350114416476,0.011899313501144166,8255629.200000001
2024-05-08,44,171,20:41,273,1835,Feedspan,69 Bay Way,Private Lessons (Élève libre),2009,10,9.2,52,71.0,Comedy|Drama|Romance,9-10,5,6.721611721611722,0.0336996336996337,4608786.0
2024-03-30,41,302,11:57,297,5519,Shuffletag,8 Buhler Trail,Eating Raoul,2000,12,5.3,35,91.0,Action|Adventure|Thriller|IMAX,5-7,3,18.58249158249158,0.017845117845117844,8687457.9
2024-05-19,4,519,12:37,388,2156,Starlight Theater,2938 Johnson Terrace,Nude Nuns with Big Guns,1994,9,5.4,42,92.0,Drama|Romance,5-7,5,5.556701030927835,0.013917525773195877,4517251.2
2024-03-13,4,352,14:56,77,2989,Starlight Theater,2938 Johnson Terrace,"Glass Shield, The",1993,4,8.3,38,98.0,Crime|Drama|Thriller,7-9,3,38.81818181818182,0.1077922077922078,1910269.9000000001
2024-06-14,30,421,16:52,123,1398,Timeless Theater,9 Duke Park,Earth,2010,14,8.2,36,78.0,Thriller,7-9,6,11.365853658536585,0.06666666666666667,1410022.7999999998
2024-04-13,37,32,16:13,69,2419,Camido,501 Jana Court,"Bye Bye, Love",2010,18,4.0,96,78.0,Horror|Mystery|Thriller,3-5,4,35.05797101449275,0.057971014492753624,667644.0
