screening_date,theater_id,movie_id,screening_time,tickets_sold,revenue
22/08/2024,57,485,12:47,194,2991
22/06/2024,49,417,18:25,125,3612
20/03/2024,83,312,12:29,126,2841
07/06/2024,46,361,13:42,31,4625
29/05/2024,9,389,14:17,96,2213
09/03/2024,47,48,19:29,268,3867
27/03/2024,79,163,11:50,281,3093
16/05/2024,27,369,12:53,297,5340
27/06/2024,64,360,12:41,335,4300
26/08/2024,37,534,20:04,348,3507
05/08/2024,66,261,14:47,101,1783
03/03/2024,1,51,17:56,332,4693
17/06/2024,29,393,12:22,358,5344
14/03/2024,57,234,20:35,369,5441
31/08/2024,57,321,10:09,258,2859
01/03/2024,10,107,9:09,399,2542
02/07/2024,38,18,13:11,177,5530
17/04/2024,50,82,14:52,276,5234
18/08/2024,8,473,14:30,112,5028
08/09/2024,70,15,17:57,401,4509
28/05/2024,83,357,16:04,209,5258
19/04/2024,75,114,13:02,190,2408
02/05/2024,83,477,19:00,390,1743
28/02/2024,32,127,16:01,125,3556
22/08/2024,68,410,11:53,463,1491
27/02/2024,25,232,14:27,39,3768
15/07/2024,80,168,11:58,441,4164
02/06/2024,4,508,14:47,282,1171
11/04/2024,36,486,19:43,68,3041
24/08/2024,48,496,13:55,274,3512
16/07/2024,58,461,20:46,35,2276
04/09/2024,21,321,12:58,133,2807
17/06/2024,42,358,11:56,441,5353
09/05/2024,28,450,20:25,325,1884
31/08/2024,6,41,10:23,104,5350
22/06/2024,68,449,11:21,137,1307
25/07/2024,2,277,12:23,379,926
19/06/2024,71,316,13:45,170,5517
02/06/2024,62,553,11:44,365,4351
17/05/2024,22,17,18:55,124,5537
01/04/2024,21,78,20:08,310,3881
10/04/2024,48,118,14:32,284,4735
13/04/2024,38,334,18:30,207,3267
29/03/2024,27,566,11:52,118,1770
05/06/2024,58,119,19:44,294,3046
18/03/2024,82,494,17:35,442,2645
09/03/2024,42,344,14:19,96,1354
23/03/2024,17,65,20:21,185,3858
01/09/2024,66,225,9:03,361,1195
06/09/2024,30,180,12:21,405,1553
17/04/2024,43,317,20:46,386,3330
15/06/2024,71,29,13:49,257,2009
26/05/2024,61,136,14:36,286,3567
18/08/2024,82,296,12:10,321,4393
14/09/2024,60,548,17:57,229,3868
04/05/2024,22,299,20:19,153,3236
24/06/2024,77,158,15:14,204,2269
14/03/2024,65,249,15:31,295,5492
15/03/2024,56,528,12:03,77,1532
23/08/2024,61,209,14:29,354,1561
19/07/2024,81,401,18:30,425,1191
30/03/2024,65,372,12:52,245,5359
29/05/2024,15,105,18:36,40,4840
06/05/2024,40,76,17:03,184,2607
23/02/2024,52,197,19:31,233,3910
20/06/2024,37,79,15:32,302,3435
29/04/2024,54,183,17:01,295,3661
25/06/2024,42,129,17:20,210,4271
15/07/2024,33,298,17:42,464,2115
12/05/2024,21,563,13:35,436,1357
21/05/2024,52,280,15:12,216,5074
22/05/2024,82,418,19:53,358,2252
26/08/2024,57,385,11:05,379,2163
12/03/2024,12,222,19:13,334,3967
30/07/2024,57,557,19:57,443,2636
29/05/2024,23,278,16:21,166,1137
27/05/2024,31,125,15:47,206,3954
15/07/2024,71,2,18:49,422,2856
16/08/2024,14,393,16:45,304,3457
09/06/2024,79,345,16:03,154,2228
24/03/2024,10,238,14:25,336,5760
13/07/2024,56,135,18:06,414,3939
14/08/2024,30,139,11:59,38,2162
12/06/2024,22,57,10:53,389,4922
25/08/2024,18,129,12:26,234,5494
22/02/2024,21,494,17:26,309,5543
27/04/2024,84,566,15:17,413,5725
21/05/2024,63,81,13:30,407,5455
10/03/2024,45,197,11:09,245,1851
09/06/2024,5,361,10:06,278,1816
12/08/2024,70,29,13:29,390,1180
09/07/2024,45,165,13:38,236,3238
23/08/2024,34,325,15:48,91,1967
22/07/2024,20,401,9:13,354,2311
22/04/2024,65,491,9:02,192,1496
07/05/2024,84,569,14:58,263,1192
09/09/2024,28,512,10:27,311,2875
29/06/2024,39,277,13:28,291,5249
18/05/2024,10,377,18:11,93,995
14/05/2024,47,253,9:24,462,3924
06/08/2024,77,271,10:48,320,3876
09/04/2024,46,28,16:16,454,5040
12/09/2024,1,443,18:13,103,2535
07/07/2024,79,41,9:59,472,2552
21/08/2024,63,37,11:53,216,5429
24/07/2024,36,94,14:17,41,2922
22/08/2024,69,258,14:59,236,3676
22/03/2024,57,470,15:20,50,3346
19/05/2024,28,365,13:14,192,5348
14/04/2024,5,394,16:04,296,4644
28/03/2024,10,433,14:03,78,1187
25/05/2024,40,256,15:41,98,3610
29/04/2024,69,193,16:31,337,1897
04/06/2024,26,401,17:05,82,2319
19/04/2024,71,18,15:03,356,5417
29/04/2024,30,450,9:41,52,2506
23/08/2024,19,540,20:54,87,1251
30/04/2024,26,542,10:47,317,1716
30/06/2024,64,384,11:40,326,3079
07/08/2024,38,348,11:44,292,3783
26/05/2024,64,4,14:51,466,5319
17/03/2024,81,490,12:58,252,1847
18/07/2024,31,416,20:06,105,1783
17/09/2024,41,25,10:54,392,1590
14/03/2024,46,568,11:48,331,2360
27/04/2024,75,376,17:14,447,1748
24/05/2024,67,51,13:40,386,5807
06/07/2024,33,148,12:09,468,3127
24/07/2024,15,412,16:56,140,4952
17/03/2024,15,234,16:40,308,2309
12/08/2024,6,24,17:36,449,5792
07/06/2024,37,504,18:16,383,4033
22/02/2024,58,553,15:44,178,1109
26/08/2024,34,165,11:54,411,1633
06/03/2024,3,125,20:36,328,5021
26/08/2024,33,215,14:02,471,2955
03/06/2024,19,362,17:54,53,2722
29/07/2024,78,103,14:36,463,3221
26/06/2024,82,49,11:26,250,3561
26/07/2024,57,229,10:35,84,2016
07/06/2024,38,499,13:29,265,4017
17/04/2024,13,58,10:33,193,2099
02/07/2024,68,261,12:02,46,1724
12/09/2024,53,477,16:22,158,4100
26/08/2024,30,468,15:35,264,4711
17/04/2024,35,529,9:33,94,2131
10/05/2024,76,405,14:35,92,4248
18/08/2024,50,323,15:44,80,3298
09/09/2024,18,461,10:21,151,3125
11/04/2024,51,515,9:56,65,2282
06/08/2024,30,36,13:08,82,2887
16/08/2024,15,6,10:02,147,5662
10/05/2024,17,461,17:45,110,3803
04/07/2024,65,567,19:21,282,5329
17/09/2024,79,66,12:31,168,4579
16/03/2024,52,272,14:09,157,1841
30/05/2024,47,394,12:48,358,2415
01/08/2024,60,404,11:14,210,1905
08/06/2024,8,503,16:09,31,5550
14/05/2024,26,355,16:46,155,4832
18/04/2024,75,112,17:13,378,4308
25/04/2024,80,45,14:01,355,3125
13/08/2024,12,398,13:45,231,3012
10/07/2024,66,384,11:15,202,1116
07/05/2024,84,284,16:47,148,4973
01/09/2024,30,572,11:38,403,4546
13/07/2024,43,408,18:49,35,1726
21/08/2024,3,20,13:52,188,5261
31/08/2024,5,177,12:07,203,5558
30/04/2024,52,444,18:47,473,3345
14/05/2024,74,100,16:05,111,5307
11/04/2024,64,78,9:31,176,2035
05/05/2024,17,11,13:37,385,3390
08/05/2024,21,36,11:38,177,1268
23/04/2024,64,253,9:25,388,5139
23/04/2024,21,348,19:11,461,1891
31/07/2024,48,73,15:58,384,2793
29/02/2024,34,472,17:08,86,1892
14/08/2024,52,384,18:18,271,2163
21/06/2024,1,355,17:56,103,3627
11/07/2024,44,81,18:21,461,3421
30/05/2024,15,96,9:35,343,3495
18/05/2024,28,226,10:23,139,2531
01/06/2024,62,492,14:26,379,1627
15/03/2024,43,282,9:25,45,4136
14/08/2024,24,47,11:29,109,2558
18/08/2024,60,202,15:26,161,2239
04/09/2024,70,216,11:13,350,1343
15/03/2024,29,83,15:15,52,5295
19/03/2024,73,434,12:54,110,4420
18/03/2024,2,191,13:46,80,5058
10/08/2024,13,78,13:32,268,3612
01/07/2024,24,549,18:05,281,3453
05/06/2024,45,343,12:23,360,4027
14/06/2024,82,395,20:36,439,4940
08/06/2024,19,262,20:10,317,1057
01/05/2024,4,551,12:18,181,5118
20/07/2024,10,84,12:49,79,2692
30/08/2024,9,132,17:47,237,4355
22/04/2024,35,433,18:26,345,5011
30/07/2024,11,115,10:57,233,4653
20/06/2024,2,15,9:27,253,2024
27/04/2024,82,303,16:42,323,2454
25/06/2024,9,404,14:11,388,5668
01/05/2024,8,335,12:29,473,1174
06/08/2024,48,26,14:35,361,2023
31/05/2024,24,453,11:28,110,1123
16/08/2024,10,193,15:26,145,5040
09/09/2024,66,490,16:50,233,5588
27/04/2024,22,73,10:43,434,5201
28/05/2024,12,220,14:23,287,4098
02/06/2024,49,299,20:48,207,4296
04/08/2024,66,128,14:24,471,3650
28/08/2024,15,562,19:24,440,3382
14/07/2024,36,161,9:38,470,2396
28/08/2024,71,436,16:55,44,3801
06/04/2024,79,441,19:59,71,4188
09/08/2024,28,578,20:55,396,2833
13/08/2024,39,79,16:55,439,3622
27/03/2024,77,279,13:13,142,5323
15/03/2024,9,309,18:20,423,1757
28/05/2024,19,543,9:54,59,2751
09/06/2024,82,308,13:11,211,3639
18/03/2024,75,518,11:17,320,5279
26/02/2024,13,366,11:31,101,2766
06/03/2024,46,263,16:35,165,1513
23/04/2024,32,94,17:44,356,1252
02/03/2024,26,451,10:45,193,2780
21/06/2024,4,557,18:31,245,1229
30/07/2024,17,141,11:41,271,2326
07/06/2024,16,325,17:06,145,4145
08/09/2024,66,495,17:30,247,2432
10/03/2024,16,407,9:44,429,5490
14/07/2024,35,269,10:00,308,4170
20/06/2024,13,570,10:55,468,1465
04/06/2024,7,223,13:11,414,2288
11/03/2024,65,492,14:48,179,3534
01/04/2024,8,486,12:21,288,4596
28/03/2024,33,568,13:35,293,1058
04/08/2024,56,243,19:55,400,4088
02/03/2024,3,472,14:03,445,1693
08/05/2024,22,445,15:41,230,4971
07/06/2024,45,277,18:39,43,3612
24/03/2024,5,479,10:35,89,5509
07/09/2024,27,171,18:57,471,5628
02/09/2024,73,47,9:27,37,3269
28/08/2024,29,552,15:32,385,3318
10/06/2024,68,542,19:27,121,4455
25/04/2024,58,547,20:20,356,2852
21/03/2024,80,208,9:41,239,4526
01/05/2024,34,442,17:22,217,3835
06/09/2024,4,120,9:29,297,4747
16/07/2024,21,11,20:19,297,5595
01/06/2024,15,470,18:13,289,4049
23/04/2024,33,182,13:20,392,2553
23/06/2024,41,373,14:23,286,3958
10/05/2024,39,108,15:20,213,3461
22/08/2024,26,98,16:56,172,3459
10/03/2024,12,352,15:06,354,5195
01/05/2024,25,447,16:50,134,1108
27/04/2024,24,514,12:57,194,2794
28/08/2024,70,289,14:09,291,5740
10/06/2024,8,92,19:13,346,3326
16/09/2024,63,427,19:43,401,4843
11/08/2024,76,212,13:37,318,5140
02/04/2024,69,17,10:15,114,1508
13/05/2024,79,141,9:34,234,5290
21/04/2024,11,385,10:16,451,1539
12/05/2024,57,68,9:15,446,5577
15/07/2024,43,177,19:58,28,5530
21/07/2024,11,253,14:35,250,5184
16/04/2024,9,64,9:54,101,2746
20/06/2024,1,10,16:24,36,2179
27/02/2024,64,58,17:04,373,2450
09/04/2024,10,374,18:47,61,5149
05/03/2024,73,337,9:50,467,3738
25/04/2024,11,539,12:40,400,5544
11/09/2024,74,527,15:04,184,3918
06/04/2024,79,497,20:26,358,5156
24/08/2024,59,70,16:24,233,5674
29/05/2024,84,137,9:11,472,1872
05/09/2024,32,97,18:15,163,5166
27/07/2024,54,170,12:58,65,4455
08/05/2024,48,384,11:57,464,3273
18/07/2024,29,41,15:59,209,3505
11/06/2024,20,182,9:17,392,5686
21/06/2024,2,50,10:45,61,2261
24/07/2024,84,112,9:22,381,4636
18/07/2024,45,537,16:01,322,5759
09/09/2024,72,255,10:12,144,3762
20/04/2024,38,542,16:11,186,3101
29/05/2024,29,146,20:12,69,4842
01/06/2024,57,470,16:17,167,4455
22/04/2024,77,172,17:50,46,5215
26/07/2024,70,101,20:32,431,3883
04/06/2024,40,73,13:59,235,2155
09/03/2024,20,321,14:03,239,4668
13/04/2024,67,195,15:48,318,1974
20/04/2024,43,22,16:28,437,3633
02/06/2024,20,462,10:53,451,1233
12/08/2024,54,50,12:53,454,3186
27/02/2024,30,19,15:55,343,4666
10/07/2024,31,90,14:54,298,1334
20/04/2024,44,22,15:00,437,3633
08/05/2024,44,171,20:41,273,1835
30/03/2024,41,302,11:57,297,5519
19/05/2024,4,519,12:37,388,2156
13/03/2024,4,352,14:56,77,2989
14/06/2024,30,421,16:52,123,1398
13/04/2024,37,32,16:13,69,2419
19/08/2024,74,98,14:56,357,2759
23/08/2024,81,549,9:43,424,1563
14/08/2024,31,1,14:15,257,4955
09/07/2024,24,275,11:13,380,4162
06/05/2024,17,145,16:52,36,2462
29/03/2024,63,181,16:06,426,5418
10/05/2024,60,103,11:23,392,3167
23/06/2024,41,231,19:25,54,2390
27/06/2024,70,341,20:39,381,1089
09/07/2024,4,240,10:00,468,2115
18/04/2024,29,314,20:16,357,3120
16/07/2024,2,126,10:09,445,2971
04/03/2024,23,186,15:25,397,1097
26/04/2024,76,237,11:06,393,945
08/09/2024,27,560,9:53,81,2254
28/05/2024,53,415,9:21,302,3863
12/03/2024,26,504,14:11,298,1349
04/08/2024,83,92,9:07,337,5317
27/03/2024,62,41,20:46,457,5521
01/05/2024,36,65,14:55,338,4532
06/03/2024,7,385,14:07,107,4260
10/07/2024,51,507,14:02,46,3238
30/05/2024,7,280,15:59,252,4076
06/08/2024,7,329,13:30,123,4027
27/08/2024,48,474,12:14,361,1813
19/08/2024,52,42,19:48,310,5611
02/05/2024,84,312,10:25,73,4063
24/05/2024,18,455,16:53,29,2693
02/09/2024,53,262,12:02,112,886
23/04/2024,74,533,9:21,184,3107
27/03/2024,31,551,19:28,241,5050
20/06/2024,38,339,13:20,186,1582
20/08/2024,55,434,20:07,231,2613
23/05/2024,47,157,16:50,207,1755
18/08/2024,43,482,15:36,287,5306
16/05/2024,72,430,10:42,103,3589
05/05/2024,10,331,20:21,198,2239
23/08/2024,40,161,15:11,315,3370
21/03/2024,21,477,14:03,304,1423
09/06/2024,64,362,11:18,33,2525
02/07/2024,43,166,18:13,323,2274
31/08/2024,61,525,16:33,180,2581
04/06/2024,46,81,19:58,416,1467
20/03/2024,30,573,18:49,65,5772
12/07/2024,35,339,16:13,52,4758
14/04/2024,84,436,12:15,332,4873
19/06/2024,15,482,18:36,243,1883
01/05/2024,10,23,11:37,430,2976
27/07/2024,19,60,17:12,94,4569
28/08/2024,67,170,20:12,428,4345
27/06/2024,31,146,14:08,453,1298
14/03/2024,40,445,10:24,455,2870
30/07/2024,16,26,10:40,377,1861
15/08/2024,57,197,19:01,356,1408
31/08/2024,73,259,13:35,234,1832
04/06/2024,24,282,17:38,258,3241
26/08/2024,64,224,16:01,290,4590
14/09/2024,71,537,15:32,30,3134
08/06/2024,79,168,12:12,39,3449
29/03/2024,46,98,16:41,28,5621
08/07/2024,78,157,10:02,90,4670
07/03/2024,14,314,13:06,75,5637
05/04/2024,27,457,14:13,179,2874
17/03/2024,74,378,12:02,290,1843
25/04/2024,12,482,14:10,145,4167
22/06/2024,26,386,14:04,364,3930
27/06/2024,6,175,20:05,312,5247
17/04/2024,61,4,10:53,208,4565
19/05/2024,50,88,9:26,144,3347
25/07/2024,37,178,13:42,183,1744
30/05/2024,46,566,19:10,313,5374
05/05/2024,43,1,15:09,399,4143
20/07/2024,71,581,11:25,407,3169
13/06/2024,47,105,16:44,153,3526
25/03/2024,42,82,12:23,36,3597
18/03/2024,58,79,17:09,47,1396
24/03/2024,38,463,9:38,326,2942
15/04/2024,75,75,12:31,343,4894
22/03/2024,67,398,11:13,70,1409
28/08/2024,27,256,20:12,250,5395
11/05/2024,54,117,9:03,384,5688
08/05/2024,65,410,13:49,346,3981
12/07/2024,83,140,19:06,312,4465
01/04/2024,12,434,16:52,368,5561
19/03/2024,25,40,12:39,322,4261
15/05/2024,79,374,17:38,411,4740
24/07/2024,33,528,11:13,70,3011
24/05/2024,79,70,17:03,230,2239
22/03/2024,13,9,19:29,237,5608
12/03/2024,32,234,17:51,288,2465
13/05/2024,42,429,19:36,411,2249
21/05/2024,61,573,17:28,343,1012
02/07/2024,40,203,20:17,108,5158
22/08/2024,77,527,18:36,146,5030
12/03/2024,59,432,11:29,442,3859
14/08/2024,17,138,14:48,288,2554
25/04/2024,8,103,11:49,347,3738
30/07/2024,55,370,10:00,433,5171
29/06/2024,21,426,18:09,114,2612
06/09/2024,68,528,10:55,423,3635
20/04/2024,50,400,15:26,208,2404
05/04/2024,83,266,11:20,178,3589
19/06/2024,22,465,18:38,358,3472
28/05/2024,43,377,16:10,384,3618
24/02/2024,72,258,12:47,207,2526
20/03/2024,54,209,11:02,249,2000
27/06/2024,82,571,11:28,155,5497
18/05/2024,62,559,11:38,147,1270
09/09/2024,5,512,18:18,228,1032
19/06/2024,47,498,15:11,194,2645
22/07/2024,62,2,16:04,87,3723
09/07/2024,68,315,18:58,248,5337
28/06/2024,37,427,19:35,71,3129
24/08/2024,46,87,9:00,154,4309
13/05/2024,73,163,17:06,133,4212
07/03/2024,12,286,20:11,162,3682
05/03/2024,38,492,18:17,281,1189
08/09/2024,31,110,17:55,110,1792
10/09/2024,70,172,20:02,113,2819
13/07/2024,56,481,18:26,157,3066
25/05/2024,6,189,17:33,171,4027
24/04/2024,20,287,11:39,163,3115
27/04/2024,6,363,16:13,314,1021
02/06/2024,22,363,15:04,402,1779
06/03/2024,23,190,19:02,227,2762
15/04/2024,12,123,14:11,376,1634
16/07/2024,82,107,9:44,110,1219
22/02/2024,57,304,16:39,344,3894
13/06/2024,26,251,18:45,340,2435
06/08/2024,31,92,15:47,49,4238
28/02/2024,20,180,17:22,114,4107
15/04/2024,31,249,14:01,287,2904
11/08/2024,23,285,9:39,171,5265
21/04/2024,76,65,16:29,382,4631
05/08/2024,63,322,12:18,386,2623
20/04/2024,67,485,15:50,224,2256
04/05/2024,31,161,16:10,456,1547
14/09/2024,51,497,18:05,463,2212
29/06/2024,39,278,9:11,155,4466
04/06/2024,36,530,9:00,132,3307
29/04/2024,16,314,10:58,300,4465
05/09/2024,34,432,18:23,92,5342
20/06/2024,43,308,18:59,360,3553
30/03/2024,39,437,19:04,105,2262
28/05/2024,67,367,20:22,200,5083
16/07/2024,50,499,15:21,348,5085
22/07/2024,74,409,10:50,395,3658
30/07/2024,8,91,13:41,171,956
29/06/2024,27,129,20:28,439,3397
21/07/2024,63,105,19:24,140,883
22/02/2024,84,31,18:33,254,2504
15/06/2024,74,66,15:51,158,2219
28/03/2024,76,301,17:21,383,2747
20/05/2024,82,137,11:09,262,3553
26/02/2024,39,215,20:27,82,4424
10/08/2024,13,561,17:15,174,5433
19/05/2024,66,99,10:57,446,2152
29/03/2024,49,56,9:13,438,1493
08/04/2024,84,287,16:34,467,4131
20/05/2024,52,375,16:54,316,3219
17/07/2024,77,335,19:35,253,2824
19/04/2024,29,471,16:16,455,4759
14/07/2024,3,115,13:36,318,5261
01/09/2024,71,190,13:42,446,5763
03/04/2024,60,436,20:18,59,2089
24/05/2024,60,511,19:45,443,1794
29/04/2024,58,141,11:33,379,1980
09/09/2024,65,556,20:52,278,3924
08/05/2024,29,517,13:17,211,3444
14/07/2024,26,115,11:17,383,2197
16/03/2024,62,78,20:47,463,5567
05/06/2024,11,120,17:15,348,945
23/06/2024,3,305,19:01,128,3298
10/08/2024,53,140,14:34,103,914
25/08/2024,15,559,17:36,442,2054
25/02/2024,22,104,10:07,282,4470
26/03/2024,27,407,16:49,87,2080
11/03/2024,62,270,19:40,452,2860
29/02/2024,25,390,15:06,332,5265
28/06/2024,20,45,17:22,265,4974
01/06/2024,78,168,19:26,359,1055
08/03/2024,50,91,9:38,115,976
21/06/2024,61,323,18:53,273,3222
07/09/2024,18,47,19:56,338,1044
10/03/2024,82,137,12:58,28,4892
23/08/2024,24,552,11:15,86,2841
31/07/2024,46,372,11:04,41,5671
14/05/2024,40,123,19:56,301,1250
24/07/2024,16,535,9:25,467,1300
23/05/2024,20,117,9:12,52,1626
07/08/2024,37,318,13:54,168,3917
28/04/2024,46,391,19:49,225,2658
17/04/2024,34,30,14:30,82,4706
25/02/2024,38,280,13:52,200,1326
23/02/2024,59,420,13:27,112,1539
03/06/2024,43,38,10:49,258,2347
07/08/2024,79,144,16:40,29,2725
10/06/2024,49,225,15:27,413,5010
14/07/2024,31,76,16:34,57,2413
26/05/2024,21,234,10:57,298,4049
04/05/2024,47,99,12:25,111,2172
07/09/2024,16,148,9:05,429,2206
05/09/2024,55,152,18:40,174,2147
26/03/2024,51,128,10:45,61,2129
27/03/2024,9,144,17:21,392,3701
20/07/2024,61,108,19:44,262,5630
02/03/2024,32,448,14:58,59,1021
17/08/2024,26,533,10:25,464,3233
21/08/2024,35,524,9:23,423,1058
12/06/2024,39,476,18:11,95,1214
26/04/2024,56,405,19:18,157,1628
03/09/2024,68,254,14:40,179,1115
03/05/2024,50,139,12:00,77,3910
13/05/2024,50,106,13:41,230,2524
11/03/2024,21,488,15:41,254,3219
08/03/2024,31,122,12:31,208,4324
19/08/2024,44,49,13:00,257,2550
08/09/2024,37,578,17:17,152,5020
07/03/2024,17,10,14:01,168,2637
27/06/2024,10,103,10:53,304,1930
25/04/2024,48,112,9:00,228,5639
17/08/2024,62,34,17:40,258,1593
02/03/2024,21,410,20:30,245,5336
10/05/2024,4,335,20:37,308,5354
06/03/2024,83,54,17:28,116,2629
02/06/2024,44,405,17:13,428,4677
09/06/2024,4,414,19:28,173,3005
28/07/2024,21,334,9:32,429,1268
14/03/2024,43,305,10:06,75,3248
06/03/2024,45,122,19:46,123,4687
08/08/2024,84,120,13:11,347,1959
31/07/2024,7,222,11:45,201,4473
02/08/2024,20,169,9:18,79,4265
21/07/2024,19,430,13:16,246,1163
13/09/2024,38,321,18:13,238,3958
27/04/2024,81,141,16:29,233,4633
18/08/2024,38,149,18:54,412,2399
06/08/2024,41,420,18:17,437,4293
01/03/2024,23,2,16:33,323,5092
23/06/2024,22,474,12:33,194,5690
01/06/2024,69,494,12:04,384,2098
27/07/2024,26,346,12:34,373,5295
20/04/2024,84,179,17:18,96,4500
01/05/2024,13,217,11:14,173,3226
11/05/2024,69,231,10:47,225,4597
30/05/2024,64,201,16:01,193,1004
13/05/2024,27,8,10:27,305,5345
11/03/2024,64,422,13:19,466,2085
14/07/2024,44,61,14:31,81,3168
13/09/2024,59,434,16:12,341,2011
20/07/2024,3,321,15:00,111,1275
13/04/2024,32,399,19:11,40,3915
02/07/2024,35,292,17:19,457,5047
11/09/2024,17,412,15:19,340,928
30/07/2024,32,149,10:02,450,5777
04/08/2024,2,448,9:24,447,1671
13/05/2024,61,163,13:26,201,5255
29/08/2024,31,194,14:37,110,3718
18/07/2024,34,90,11:48,226,4250
02/04/2024,30,387,18:37,36,4994
28/03/2024,51,520,14:15,265,4976
12/08/2024,59,474,10:37,400,5666
21/06/2024,55,269,17:52,427,882
01/09/2024,8,533,17:07,325,2684
09/06/2024,21,308,10:20,317,1808
04/03/2024,19,219,9:48,278,921
31/08/2024,58,406,13:18,454,5569
28/05/2024,24,507,17:05,134,4897
24/08/2024,19,81,16:06,186,3946
30/05/2024,2,450,20:30,416,2691
20/07/2024,46,477,9:15,455,1303
24/04/2024,18,419,19:40,415,3384
20/06/2024,49,21,14:49,455,1288
29/02/2024,24,339,14:50,180,3008
23/04/2024,67,376,17:48,449,2505
13/06/2024,32,94,15:55,140,4088
21/08/2024,15,104,15:26,415,3807
05/07/2024,44,154,14:50,456,2650
22/03/2024,78,519,16:53,359,2297
19/08/2024,18,536,16:02,296,2862
01/05/2024,55,362,19:59,443,3619
05/03/2024,11,35,12:36,180,942
17/03/2024,27,332,10:27,368,2244
14/07/2024,43,190,13:10,419,4991
10/09/2024,63,369,14:34,259,1333
20/07/2024,82,77,20:31,401,4551
14/05/2024,19,443,13:54,368,1969
15/07/2024,55,279,14:40,163,5578
17/06/2024,12,44,19:52,419,2871
09/09/2024,51,228,12:44,79,1090
20/06/2024,52,9,17:53,119,1202
11/05/2024,20,404,9:51,47,2416
16/08/2024,72,317,16:13,197,2627
02/07/2024,31,22,10:38,409,4267
08/08/2024,46,205,19:07,425,5701
24/02/2024,80,238,10:28,343,1739
21/06/2024,84,436,13:58,441,5682
07/09/2024,5,256,17:26,258,4001
23/07/2024,15,374,12:38,163,2901
16/09/2024,39,16,10:11,39,4054
14/08/2024,39,417,17:24,247,2859
11/04/2024,55,162,13:29,128,2894
05/08/2024,49,289,14:55,281,3770
25/05/2024,80,447,15:26,409,3832
27/06/2024,44,123,17:35,103,3038
17/04/2024,30,95,20:45,288,4603
28/03/2024,82,538,20:32,418,1069
22/08/2024,50,428,12:46,371,3461
29/04/2024,60,479,15:23,345,1181
12/07/2024,50,167,10:22,430,1176
20/06/2024,65,435,19:45,135,4679
27/08/2024,38,333,17:39,244,4213
25/05/2024,83,96,16:23,215,4250
28/04/2024,48,414,11:48,170,4198
09/03/2024,66,381,14:10,210,1200
22/04/2024,25,55,17:23,400,3115
10/04/2024,79,345,16:45,157,3932
30/06/2024,70,287,17:33,85,1572
12/06/2024,35,89,18:29,208,4600
08/07/2024,28,218,19:45,378,1651
22/07/2024,59,551,11:53,105,3462
28/05/2024,73,153,9:06,181,5112
08/07/2024,41,239,15:48,421,1406
17/04/2024,58,433,19:08,312,3782
10/06/2024,82,365,13:01,293,5702
12/08/2024,53,140,14:51,450,1672
15/07/2024,47,91,19:13,372,2745
16/07/2024,36,144,11:47,470,4373
06/04/2024,26,372,16:10,324,3114
22/07/2024,61,232,11:31,288,1674
25/08/2024,5,526,17:53,419,2364
19/04/2024,3,274,10:05,230,5531
17/04/2024,84,410,12:46,194,4027
01/04/2024,72,353,11:42,307,2424
19/07/2024,67,474,16:16,389,4949
24/04/2024,9,477,17:54,262,2942
29/05/2024,21,457,15:38,436,3996
13/06/2024,28,131,14:18,357,2372
17/03/2024,41,39,9:04,71,1104
22/08/2024,32,341,15:42,150,1553
26/07/2024,41,414,17:17,173,3352
06/05/2024,82,536,14:18,388,5197
29/06/2024,75,436,20:09,254,3792
04/05/2024,84,510,20:37,388,5655
09/03/2024,29,574,15:13,464,5596
02/07/2024,15,389,18:41,454,3875
17/05/2024,29,435,11:03,387,4901
13/07/2024,52,77,12:17,328,1955
15/03/2024,22,436,10:02,311,5761
30/08/2024,1,206,16:02,150,3928
17/06/2024,70,254,9:00,217,3307
26/02/2024,39,503,16:45,100,2948
18/07/2024,45,527,20:31,425,2553
06/08/2024,64,193,12:40,111,4665
13/08/2024,61,124,10:47,202,5022
07/07/2024,73,534,20:17,216,3625
25/06/2024,75,244,9:53,437,3735
01/09/2024,2,71,12:24,156,945
29/06/2024,22,572,11:51,29,4563
22/02/2024,56,255,10:11,331,4081
05/04/2024,50,410,17:04,146,5294
09/06/2024,63,488,19:06,352,1697
21/06/2024,57,131,15:39,427,5498
31/03/2024,76,137,12:03,129,5678
13/05/2024,15,360,10:49,62,5297
06/09/2024,17,329,15:45,308,5263
10/07/2024,40,34,11:10,238,2051
20/05/2024,19,15,10:39,59,3312
17/09/2024,32,89,17:30,452,5061
06/07/2024,76,283,10:23,112,1646
29/05/2024,15,88,11:18,261,5211
10/09/2024,27,126,13:08,251,3897
02/05/2024,2,185,11:06,453,4282
23/06/2024,37,336,11:37,192,2555
31/08/2024,47,124,15:42,129,3447
26/08/2024,57,259,13:19,115,1077
12/06/2024,82,480,9:33,436,3673
23/02/2024,23,461,15:46,52,2743
20/04/2024,16,132,10:39,389,5253
22/08/2024,47,435,17:42,263,4378
20/06/2024,84,128,14:15,337,4272
19/04/2024,48,233,16:00,285,5065
01/04/2024,22,46,18:40,269,2930
07/03/2024,43,32,19:48,147,4661
27/06/2024,22,98,9:36,276,1323
19/06/2024,6,38,16:48,97,1987
11/03/2024,83,161,20:13,47,2969
29/07/2024,29,277,16:39,190,1166
01/08/2024,53,182,12:09,255,4916
